S1,S2,S3,S4,Clase
3222,1882,2099,343,Indice
3249,1517,3022,246,Indice
3295,2038,2448,307,Indice
3235,2003,1953,224,Indice
3216,2149,2624,246,Indice
3263,1674,2209,210,Indice
3225,1745,3246,263,Indice
3263,1817,1473,255,Indice
3264,1728,1909,217,Indice
3247,1988,2420,203,Indice
3253,1811,2817,53,Indice
3259,1619,2269,80,Indice
3296,1564,2297,125,Indice
3278,1701,2784,132,Indice
3230,1713,2864,221,Indice
3263,1663,1791,125,Indice
3221,1359,2749,222,Indice
3278,2241,2958,209,Indice
3222,2195,1990,189,Indice
3186,2266,1971,146,Indice
3245,2080,2843,176,Indice
3278,1423,1041,238,Indice
3280,1636,1773,174,Indice
3231,2967,2874,364,Indice
3301,2117,3102,373,Indice
3214,1589,833,369,Indice
3246,1669,1958,379,Indice
3234,1968,1471,439,Indice
3214,2224,2559,260,Indice
3280,2074,1778,315,Indice
3232,2291,2194,474,Indice
3213,1994,624,535,Indice
3294,2354,679,464,Indice
3319,2581,1600,454,Indice
3231,2065,2054,488,Indice
3280,2121,3104,439,Indice
3297,2374,1644,383,Indice
3309,1869,1535,727,Indice
3312,2558,3023,617,Indice
3313,2000,803,543,Indice
3246,1974,933,438,Indice
3271,1764,723,511,Indice
3222,2247,1633,392,Indice
3204,2333,1681,347,Indice
3246,2223,2121,464,Indice
3246,1660,1981,464,Indice
3230,1937,2496,410,Indice
3249,2165,2137,495,Indice
3313,2160,2239,432,Indice
3271,2145,1164,330,Indice
3261,1934,717,467,Indice
3245,2299,947,436,Indice
3221,2309,767,464,Indice
3219,2245,1766,412,Indice
3250,1968,1441,341,Indice
3235,1253,350,378,Indice
3269,1370,1339,368,Indice
3248,1931,336,344,Indice
3262,1936,47,194,Indice
3295,1680,0,99,Indice
3312,1751,0,304,Indice
3311,2020,1129,351,Indice
3255,1446,272,459,Indice
3239,1852,1203,720,Indice
3239,1818,1520,539,Indice
3266,1326,2047,293,Indice
3249,1185,1949,331,Indice
3287,1882,2692,286,Indice
3216,1698,2204,323,Indice
3229,1697,583,243,Indice
3246,1648,71,202,Indice
3254,1712,422,112,Indice
3235,1921,1264,135,Indice
3315,1360,330,180,Indice
3232,1886,1118,150,Indice
3253,1651,993,97,Indice
3243,1535,1556,22,Indice
3312,1747,2416,129,Indice
3311,1565,640,16,Indice
3280,1307,1293,7,Indice
3254,1674,306,0,Indice
3229,1904,1046,112,Indice
3257,1440,240,147,Indice
3233,1413,0,80,Indice
3322,2063,0,0,Indice
3157,1817,0,23,Indice
3275,1872,0,96,Indice
3250,1746,0,26,Indice
3264,2009,0,112,Indice
3326,1856,0,144,Indice
3271,1808,0,80,Indice
3207,2063,0,229,Indice
3311,1846,0,201,Indice
3298,1520,0,241,Indice
3253,1385,0,253,Indice
3185,1699,0,383,Indice
3226,1713,0,363,Indice
3251,1863,0,255,Indice
3277,2141,0,346,Indice
3262,1515,0,462,Indice
3220,2141,0,511,Indice
3238,1718,0,480,Indice
3244,2030,0,325,Indice
3277,2058,0,297,Indice
3265,1600,0,295,Indice
3290,1849,0,481,Indice
3306,1835,0,339,Indice
3246,1997,0,408,Indice
3270,2307,0,421,Indice
3186,2271,0,511,Indice
3309,2341,0,500,Indice
3267,2305,0,345,Indice
3319,1981,0,162,Indice
3266,1775,0,307,Indice
3279,1776,0,284,Indice
3281,1851,0,214,Indice
3312,2008,0,224,Indice
3191,2116,0,195,Indice
3248,1490,0,170,Indice
3247,1777,0,206,Indice
3222,1758,0,126,Indice
3258,1285,0,27,Indice
3274,994,0,43,Indice
3216,1616,0,250,Indice
3328,1922,0,534,Indice
3166,2091,0,426,Indice
3264,1850,0,317,Indice
3310,1601,0,220,Indice
3315,1277,0,420,Indice
3168,1792,0,263,Indice
3184,1817,0,315,Indice
3273,1806,0,194,Indice
3234,1883,0,130,Indice
3253,1776,0,114,Indice
3266,1642,0,128,Indice
3267,1283,0,205,Indice
3230,1591,0,238,Indice
3231,1745,0,225,Indice
3186,1474,0,226,Indice
3266,1334,0,86,Indice
3262,1132,0,31,Indice
3237,1380,0,80,Indice
3234,1479,0,133,Indice
3252,1599,0,208,Indice
3224,905,0,189,Indice
3230,814,0,174,Indice
3179,1034,0,287,Indice
3217,1221,0,190,Indice
3306,1936,0,297,Indice
3263,1946,0,314,Indice
3295,1759,0,230,Indice
3226,1309,0,295,Indice
3365,1072,0,327,Indice
3215,1615,0,288,Indice
3331,1489,0,256,Indice
3237,1761,0,317,Indice
3309,1298,0,279,Indice
3280,1790,0,215,Indice
3200,2078,0,298,Indice
3334,1809,0,240,Indice
3255,1746,0,146,Indice
3248,1877,0,215,Indice
3290,1280,0,322,Indice
3202,1485,0,307,Indice
3266,1815,0,426,Indice
3267,2086,0,346,Indice
3200,1803,0,334,Indice
3269,1904,0,380,Indice
3312,1467,0,217,Indice
3286,1173,0,281,Indice
3305,1200,0,457,Indice
3248,1488,0,393,Indice
3268,1934,0,337,Indice
3262,1746,0,398,Indice
3248,1346,0,304,Indice
3344,1118,0,535,Indice
3290,769,0,293,Indice
3280,1572,0,288,Indice
3327,1835,0,282,Indice
3299,1878,0,320,Indice
3244,1872,0,291,Indice
3221,1083,0,338,Indice
3263,791,0,253,Indice
3268,1585,0,234,Indice
3247,1309,0,166,Indice
3326,939,0,183,Indice
3234,1662,0,250,Indice
3236,2093,0,351,Indice
3230,1899,0,304,Indice
3236,1620,0,257,Indice
3260,1810,0,193,Indice
3281,1895,0,144,Indice
3194,1441,0,149,Indice
3339,1555,0,160,Indice
3280,1400,0,261,Indice
3299,1390,0,205,Indice
3279,1680,0,488,Indice
3225,1887,0,150,Indice
3280,1467,0,41,Indice
3291,1687,0,81,Indice
3331,1762,0,135,Indice
3285,1838,0,128,Indice
3283,1737,0,320,Indice
3248,1750,0,247,Indice
3243,1886,0,239,Indice
3280,1968,0,197,Indice
3259,1714,0,240,Indice
3265,1680,0,202,Indice
3245,2151,0,262,Indice
3248,1802,0,205,Indice
3290,1787,0,195,Indice
3215,1854,0,109,Indice
3293,1519,0,246,Indice
3279,1786,0,115,Indice
3263,1840,0,48,Indice
3233,1940,0,49,Indice
3162,1023,0,163,Indice
3287,714,0,130,Indice
3280,1373,0,62,Indice
3278,2111,0,147,Indice
3226,1968,0,176,Indice
3214,1938,0,176,Indice
3250,1421,0,208,Indice
3259,860,0,309,Indice
3246,1264,0,216,Indice
3253,1127,0,279,Indice
3198,1218,0,259,Indice
3217,1582,0,303,Indice
3233,1811,0,287,Indice
3319,1450,0,246,Indice
3248,1169,0,354,Indice
3278,1245,0,401,Indice
3291,989,0,259,Indice
3315,1366,0,233,Indice
3363,2143,0,270,Indice
3246,1845,0,267,Indice
3205,1678,0,528,Indice
3209,1226,0,560,Indice
3265,1683,0,486,Indice
3313,1839,0,571,Indice
3245,1799,0,436,Indice
3302,1199,0,325,Indice
3219,1396,0,383,Indice
3215,1469,0,304,Indice
3219,1501,0,321,Indice
3242,1093,0,208,Indice
3214,1413,0,378,Indice
3329,1563,0,481,Indice
3251,2057,0,272,Indice
3283,1957,0,262,Indice
3257,1228,0,208,Indice
3297,1416,0,229,Indice
3227,1312,0,243,Indice
3305,1508,0,322,Indice
3202,1751,0,283,Indice
3215,1571,0,286,Indice
3215,1761,0,347,Indice
3266,1767,0,319,Indice
3273,1966,0,269,Indice
3245,1870,0,199,Indice
3180,1595,0,245,Indice
3215,1386,0,205,Indice
3248,2097,0,310,Indice
3307,1648,0,136,Indice
3280,1860,0,112,Indice
3236,1313,0,112,Indice
3335,1693,0,30,Indice
3283,1731,0,59,Indice
3274,1746,0,1,Indice
3283,1040,0,63,Indice
3310,1677,0,29,Indice
3305,1367,0,93,Indice
3290,1267,0,272,Indice
3266,1099,0,352,Indice
3321,1746,0,283,Indice
3242,1722,0,291,Indice
3283,1635,0,335,Indice
3198,1444,0,246,Indice
3344,1598,0,279,Indice
3222,1088,0,379,Indice
3216,951,0,250,Indice
3296,978,0,304,Indice
3276,1474,0,307,Indice
3280,1402,0,450,Indice
3270,1314,0,432,Indice
3259,774,0,241,Indice
3193,1407,0,272,Indice
3264,1523,0,201,Indice
3209,1705,0,240,Indice
3343,1699,0,164,Indice
3266,1746,0,86,Indice
3265,1701,0,87,Indice
3250,1183,0,97,Indice
3306,775,0,112,Indice
3290,1283,0,64,Indice
3287,1313,0,0,Indice
3206,1500,0,0,Indice
3247,1648,0,89,Indice
3267,1606,0,181,Indice
3234,1586,0,108,Indice
3187,1404,0,128,Indice
3259,1147,0,377,Indice
3251,1381,0,287,Indice
3305,1535,0,353,Indice
3190,1971,0,320,Indice
3276,1776,0,214,Indice
3267,1731,0,353,Indice
3249,1847,0,372,Indice
3270,1644,0,528,Indice
3303,1775,0,509,Indice
3239,1277,0,335,Indice
3200,1558,0,301,Indice
3357,1151,0,291,Indice
3265,815,0,289,Indice
3197,1519,0,389,Indice
3201,1424,0,336,Indice
3275,1315,0,352,Indice
3249,1074,0,340,Indice
3299,831,0,368,Indice
3247,1296,0,254,Indice
3306,1109,0,240,Indice
3264,1290,0,215,Indice
3286,1839,0,262,Indice
3287,1793,0,261,Indice
3193,1718,0,335,Indice
3344,1838,0,419,Indice
3280,1995,0,234,Indice
3270,1815,0,316,Indice
3271,2019,0,267,Indice
3222,1957,0,290,Indice
3250,1835,0,272,Indice
3309,1957,0,225,Indice
3258,1751,0,282,Indice
3258,1787,0,224,Indice
3258,1269,0,341,Indice
3266,1189,0,256,Indice
3266,1408,0,278,Indice
3301,1744,0,400,Indice
3310,2096,0,309,Indice
3231,1652,0,272,Indice
3284,1522,0,244,Indice
3257,1375,0,160,Indice
3274,1370,0,249,Indice
3241,1699,0,251,Indice
3255,1841,0,229,Indice
3280,1855,0,263,Indice
3267,1881,0,303,Indice
3298,1886,0,147,Indice
3287,1872,0,210,Indice
3297,1758,0,567,Indice
3238,1807,0,610,Indice
3319,1808,0,567,Indice
3308,1425,0,489,Indice
3328,1458,0,449,Indice
3251,1611,0,351,Indice
3267,1190,0,288,Indice
3264,1469,0,229,Indice
3248,1535,0,273,Indice
3182,1565,0,227,Indice
3333,1291,0,158,Indice
3227,2011,0,167,Indice
3293,1782,0,153,Indice
3292,1690,0,145,Indice
3318,1575,0,145,Indice
3276,1441,0,90,Indice
3255,1515,0,187,Indice
3262,1771,0,464,Indice
3312,1810,0,442,Indice
3263,1478,0,432,Indice
3286,977,0,430,Indice
3271,1321,0,511,Indice
3299,1523,0,511,Indice
3312,1677,0,336,Indice
3257,1311,0,493,Indice
3283,1991,0,495,Indice
3226,2096,0,490,Indice
3268,2112,0,784,Indice
3280,1839,0,448,Indice
3285,1873,0,368,Indice
3268,1775,0,356,Indice
3270,1957,0,415,Indice
3248,1893,0,448,Indice
3315,1689,0,467,Indice
3283,1571,0,464,Indice
3210,1297,0,313,Indice
3297,1511,0,652,Indice
3210,1535,0,506,Indice
3227,1803,0,415,Indice
3294,1861,0,459,Indice
3229,1909,0,313,Indice
3278,2263,0,425,Indice
3215,2081,0,450,Indice
3204,2021,0,306,Indice
3250,1649,0,405,Indice
3200,1818,0,299,Indice
3241,1765,0,249,Indice
3312,1381,0,355,Indice
3300,1569,0,325,Indice
3261,1749,0,335,Indice
3312,1626,0,320,Indice
3251,875,0,194,Indice
3258,1346,0,330,Indice
3298,1321,0,255,Indice
3280,1517,0,335,Indice
3271,1829,0,378,Indice
3295,1685,0,306,Indice
3270,1797,0,218,Indice
3223,1879,0,234,Indice
3280,1819,0,400,Indice
3276,1922,0,176,Indice
3226,1884,0,126,Indice
3309,1800,0,161,Indice
3319,1584,0,146,Indice
3289,1871,0,179,Indice
3281,1990,0,98,Indice
3239,2096,0,178,Indice
3282,1798,0,117,Indice
3269,1602,0,142,Indice
3261,1361,0,589,Indice
3296,1648,0,578,Indice
3264,1856,0,979,Indice
3267,1255,0,647,Indice
3293,2123,0,922,Indice
3246,1808,0,511,Indice
3271,946,0,400,Indice
3231,907,0,460,Indice
3303,1490,0,319,Indice
3254,1645,0,489,Indice
3323,1503,0,409,Indice
3347,1474,0,397,Indice
3278,1579,0,386,Indice
3238,1732,0,287,Indice
3259,1023,0,318,Indice
3254,1248,0,208,Indice
3228,1190,0,157,Indice
3259,1376,0,222,Indice
3297,1437,0,342,Indice
3282,1358,0,378,Indice
3317,1063,0,447,Indice
3214,1621,0,336,Indice
3274,1488,0,557,Indice
3233,1059,0,609,Indice
3310,1185,0,407,Indice
3245,1066,0,566,Indice
3280,1297,0,374,Indice
3258,1251,0,451,Indice
3234,1533,0,701,Indice
3262,1466,0,692,Indice
3274,1683,0,650,Indice
3235,1623,0,573,Indice
3257,1853,0,475,Indice
3246,1902,0,450,Indice
3311,1746,0,407,Indice
3298,1853,0,383,Indice
3200,1987,0,425,Indice
3186,1981,0,459,Indice
3217,1935,0,495,Indice
3299,1422,0,466,Indice
3245,1390,0,422,Indice
3298,1831,0,393,Indice
3314,1744,0,528,Indice
3296,961,0,435,Indice
3254,1471,0,371,Indice
3286,1875,0,333,Indice
3271,1654,0,466,Indice
3299,1298,0,586,Indice
3216,2329,0,473,Indice
3235,1610,0,371,Indice
3253,1391,0,347,Indice
3314,1750,0,450,Indice
3282,2118,0,413,Indice
3239,1984,0,332,Indice
3321,2297,0,314,Indice
3263,1584,0,241,Indice
3312,1851,0,335,Indice
3234,2122,0,544,Indice
3249,2192,0,494,Indice
3245,1450,0,431,Indice
3260,1285,0,443,Indice
3218,1673,0,561,Indice
3228,1615,0,503,Indice
3260,1197,0,603,Indice
3312,1673,0,454,Indice
3248,2087,0,526,Indice
3195,1676,0,419,Indice
3248,1505,0,357,Indice
3257,1777,0,252,Indice
3283,1330,0,406,Indice
3263,1376,0,257,Indice
3281,1789,0,291,Indice
3287,782,0,848,Indice
3271,1390,0,1199,Indice
3230,1839,0,698,Indice
3257,1351,0,458,Indice
3278,1083,0,373,Indice
3287,983,0,464,Indice
3274,1840,0,535,Indice
3280,1401,0,801,Indice
3343,1443,0,523,Indice
3237,1627,0,457,Indice
3267,1677,0,448,Indice
3273,1503,0,480,Indice
3266,1453,0,261,Indice
3290,1581,0,144,Indice
3217,1794,0,178,Indice
3249,1895,0,144,Indice
3207,1329,0,273,Indice
3259,2064,0,208,Indice
3253,1733,0,274,Indice
3353,1770,0,336,Indice
3283,1618,0,354,Indice
3262,1419,0,329,Indice
3267,2006,0,224,Indice
3249,1557,0,358,Indice
3263,1863,0,400,Indice
3229,2002,0,395,Indice
3339,1878,0,272,Indice
3202,1984,0,275,Indice
3261,1431,0,367,Indice
3262,1924,0,382,Indice
3241,1508,0,688,Indice
3226,1648,0,650,Indice
3280,1408,0,618,Indice
3291,1714,0,656,Indice
3219,1535,0,704,Indice
3288,1613,0,571,Indice
3297,1851,0,668,Indice
3329,1940,0,808,Indice
3287,1422,0,624,Indice
3264,1701,0,710,Indice
3188,1751,0,622,Indice
3254,1982,0,496,Indice
3217,1679,0,448,Indice
3280,895,0,533,Indice
3216,1426,0,554,Indice
3301,1584,0,554,Indice
3287,1699,0,448,Indice
3247,1226,0,442,Indice
3293,1712,0,439,Indice
3216,2278,0,531,Indice
3277,1857,0,442,Indice
3233,2112,0,411,Indice
3209,2092,0,385,Indice
3266,1530,0,336,Indice
3261,2003,0,415,Indice
3255,2108,0,386,Indice
3314,1311,0,457,Indice
3314,1998,0,315,Indice
3255,1920,0,304,Indice
3279,1595,0,262,Indice
3323,1927,0,255,Indice
3187,1584,0,253,Indice
3291,1649,0,466,Indice
3261,1265,0,299,Indice
3221,1454,0,221,Indice
3232,1575,0,176,Indice
3267,1968,0,129,Indice
3237,2330,0,203,Indice
3301,2196,0,144,Indice
3311,1834,0,185,Indice
3243,1531,0,85,Indice
3257,1920,0,342,Indice
3300,1296,0,1046,Indice
3258,1622,0,1168,Indice
3264,1407,0,919,Indice
3354,1887,0,493,Indice
3324,1914,0,380,Indice
3221,1231,0,284,Indice
3202,1627,0,243,Indice
3304,945,0,150,Indice
3312,1264,0,190,Indice
3269,1659,0,186,Indice
3231,1310,0,211,Indice
3254,1466,0,192,Indice
3253,1666,0,319,Indice
3251,1890,0,503,Indice
3253,2033,0,755,Indice
3267,1759,0,428,Indice
3221,1113,0,349,Indice
3237,1070,0,322,Indice
3265,1616,0,473,Indice
3272,1975,0,775,Indice
3278,2150,0,902,Indice
3258,1331,0,834,Indice
3241,1223,0,1050,Indice
3245,1270,0,722,Indice
3311,2161,0,828,Indice
3237,1881,0,1045,Indice
3259,2298,0,1446,Indice
3297,2034,0,1088,Indice
3249,1969,0,943,Indice
3248,2275,0,754,Indice
3242,2559,0,1183,Indice
3186,2532,0,1727,Indice
3282,2205,0,1322,Indice
3258,2097,0,1341,Indice
3238,2717,0,1133,Indice
3267,2246,0,1295,Indice
3244,2354,0,1129,Indice
3259,2850,0,1187,Indice
3259,2539,0,1347,Indice
3250,3085,0,997,Indice
3279,1984,0,1053,Indice
3184,1943,0,1309,Indice
3270,2146,0,1136,Indice
3270,2093,0,963,Indice
3293,1934,0,1127,Indice
3277,2064,0,1171,Indice
3243,2768,0,778,Indice
3254,2513,0,709,Indice
3317,2745,0,731,Indice
3270,2080,0,718,Indice
3249,2390,0,532,Indice
3207,2480,0,720,Indice
3312,3121,0,688,Indice
3253,2379,0,585,Indice
3246,2160,0,555,Indice
3258,2559,0,595,Indice
3279,2670,0,463,Indice
3294,3213,0,396,Indice
3309,2087,0,640,Indice
3258,1821,0,605,Indice
3264,2307,0,763,Indice
3223,3091,0,660,Indice
3257,2281,0,503,Indice
3274,1852,0,811,Indice
3280,2320,0,1067,Indice
3275,2227,0,560,Indice
3250,1879,0,668,Indice
3343,1666,0,724,Indice
3312,1483,0,483,Indice
3283,2229,0,503,Indice
3290,1866,0,560,Indice
3234,1641,0,511,Indice
3248,1677,0,311,Indice
3229,1129,0,287,Indice
3219,1808,0,279,Indice
3283,1360,0,527,Indice
3234,1654,0,559,Indice
3296,954,0,430,Indice
3159,1392,0,689,Indice
3135,1535,0,684,Indice
3312,1850,0,731,Indice
3184,1986,0,435,Indice
3307,1383,0,531,Indice
3280,1534,0,417,Indice
3323,1373,0,528,Indice
3246,2611,0,640,Indice
3294,1861,0,688,Indice
3269,1588,0,859,Indice
3248,1774,0,877,Indice
3264,1886,0,825,Indice
3280,1482,0,843,Indice
3241,2055,0,783,Indice
3327,2096,0,805,Indice
3272,2154,0,740,Indice
3250,1104,0,925,Indice
3280,1648,0,803,Indice
3223,1797,0,1042,Indice
3243,1713,0,955,Indice
3279,2059,0,658,Indice
3259,2349,0,798,Indice
3274,2189,0,1076,Indice
3301,2117,0,1449,Indice
3222,1633,0,973,Indice
3247,1271,0,992,Indice
3268,1040,0,963,Indice
3175,1053,0,675,Indice
3282,2113,0,1077,Indice
3301,2070,0,992,Indice
3281,2167,0,929,Indice
3251,1932,0,1073,Indice
3341,2032,0,810,Indice
3285,2209,0,943,Indice
3325,2127,0,944,Indice
3232,2512,0,1022,Indice
3252,1494,0,960,Indice
3286,2084,0,1052,Indice
3245,2727,0,976,Indice
3251,2265,0,928,Indice
3299,1643,0,1245,Indice
3293,1607,0,993,Indice
3315,1478,0,670,Indice
3310,1967,0,647,Indice
3244,1994,0,704,Indice
3266,2448,0,581,Indice
3264,1564,0,834,Indice
3256,1770,0,420,Indice
3302,2093,0,544,Indice
3216,1675,0,582,Indice
3224,1742,0,1040,Indice
3343,1951,0,650,Indice
3243,1495,0,609,Indice
3234,1919,0,367,Indice
3296,1582,0,304,Indice
3265,1706,0,189,Indice
3255,1911,0,417,Indice
3293,2068,0,430,Indice
3241,2357,0,221,Indice
3293,2544,0,582,Indice
3211,2327,0,486,Indice
3241,1618,0,598,Indice
3268,1585,0,574,Indice
3258,931,0,448,Indice
3223,944,0,641,Indice
3297,1641,0,560,Indice
3339,1505,0,386,Indice
3216,1679,0,363,Indice
3281,1520,0,577,Indice
3182,1773,0,435,Indice
3278,1699,0,694,Indice
3189,1229,0,533,Indice
3307,1553,0,679,Indice
3233,1667,0,559,Indice
3284,1489,0,350,Indice
3202,2138,0,300,Indice
3239,1503,0,224,Indice
3345,1435,0,375,Indice
3280,1785,0,511,Indice
3242,1069,0,720,Indice
3260,1669,0,710,Indice
3265,2064,0,643,Indice
3278,2559,0,874,Indice
3239,2224,0,727,Indice
3280,2126,0,757,Indice
3280,1990,0,662,Indice
3274,2262,0,1175,Indice
3216,2353,0,1155,Indice
3226,1853,0,1170,Indice
3280,1877,0,976,Indice
3280,2149,0,933,Indice
3243,2069,0,765,Indice
3275,1974,0,693,Indice
3311,2624,0,745,Indice
3274,2457,0,601,Indice
3226,1926,0,620,Indice
3338,1346,0,729,Indice
3246,1777,0,576,Indice
3194,2191,0,656,Indice
3228,1108,0,421,Indice
3302,1354,0,383,Indice
3222,1251,0,389,Indice
3242,1877,0,353,Indice
3255,1808,0,246,Indice
3301,1204,0,381,Indice
3223,1480,0,380,Indice
3265,2022,0,315,Indice
3341,1978,0,357,Indice
3291,2133,0,421,Indice
3248,2265,0,448,Indice
3244,2179,0,558,Indice
3253,2147,0,611,Indice
3278,1945,0,511,Indice
3313,1765,0,558,Indice
3253,1515,0,640,Indice
3246,2274,0,786,Indice
3297,2202,0,880,Indice
3295,1778,0,576,Indice
3263,1713,0,592,Indice
3330,1942,0,501,Indice
3323,2352,0,193,Indice
3296,1745,0,203,Indice
3325,1817,0,335,Indice
3268,1686,0,628,Indice
3250,1815,0,592,Indice
3297,880,0,657,Indice
3266,1203,0,619,Indice
3242,1362,0,561,Indice
3248,1233,0,400,Indice
3250,1287,0,343,Indice
3280,1837,0,295,Indice
3085,1217,0,358,Indice
2758,1532,0,245,Indice
3051,1476,0,158,Indice
2874,1448,0,379,Indice
3257,848,0,279,Indice
3298,1299,0,320,Indice
3290,1406,0,267,Indice
3317,1968,0,354,Indice
3285,1398,0,215,Indice
3248,1264,0,278,Indice
3270,1535,0,187,Indice
3338,1578,0,226,Indice
3281,880,0,166,Indice
3167,960,0,241,Indice
3250,1151,0,222,Indice
3205,1301,0,239,Indice
3041,1472,0,144,Indice
2819,1519,0,242,Indice
3295,1407,0,205,Indice
3326,1520,0,143,Indice
3307,1850,0,151,Indice
3219,1437,0,126,Indice
3275,1197,0,206,Indice
3248,1317,0,210,Indice
3263,967,0,234,Indice
3230,1535,0,252,Indice
2983,1586,0,187,Indice
3248,887,0,94,Indice
3312,1630,0,187,Indice
3306,1369,0,355,Indice
3117,1648,0,432,Indice
3264,1306,0,629,Indice
3281,1933,0,563,Indice
3280,2001,0,1018,Indice
3271,2079,0,720,Indice
3257,1815,0,1110,Indice
3226,1287,0,1329,Indice
3275,1167,0,1430,Indice
3279,1219,0,1270,Indice
3233,1602,0,1201,Indice
3280,2296,0,1216,Indice
3305,2204,0,1183,Indice
3312,2645,0,1435,Indice
3312,2239,0,1091,Indice
3214,1707,0,1136,Indice
3255,1749,0,1073,Indice
3277,1712,0,1165,Indice
3306,1502,0,807,Indice
3312,2160,0,1017,Indice
3232,1711,0,1077,Indice
3252,1525,0,1421,Indice
3318,1493,0,1286,Indice
3246,1647,0,1228,Indice
3266,1836,0,1126,Indice
3236,2163,0,1184,Indice
3280,2115,0,960,Indice
3220,1881,0,1232,Indice
3283,1446,0,1023,Indice
3280,1535,0,1087,Indice
3301,1356,0,1207,Indice
3278,2455,0,900,Indice
3299,1808,0,1040,Indice
3217,1703,0,882,Indice
3303,1954,0,827,Indice
3271,1575,0,801,Indice
